Grapheme	IPA	Frequency
^n	n	36
mb	ⁿb
ɛ	e	55
-	+	37
v	v	17
a	a	70
r	r	60
-$	NULL	15
^h	ɣ	1
i	i	55
m	m	26
ɾ	ɾ	9
e$	e	17
^ⁿt	t	1
n$	n	30
^-	NULL	69
x	ɣ	9
ɣ	ɣ	6
a$	a	16
s	s	18
ʒ	tʃ	4
ə$	ə	1
f	v	10
n	n	23
b	ⁿb	4
u	u	39
i$	i	22
u$	u	9
^m	m	11
ɸ$	v	3
^fʷ	vʷ	2
ᵐb	ⁿb	8
^ⁿd	ⁿd	2
o	o	62
^ᵐʙ	ⁿʙ	2
ŋ	ŋ	9
^t͡ʃ	tʃ	2
t	t	30
s$	s	10
^b	ⁿb	3
g	ⁿg	15
vs	v s	2
ʊ	u	2
x$	ɣ	5
ɪ	i	17
ᵐbʷ	ⁿbʷ	3
t$	t	7
^s	s	8
ʒ$	tʃ	8
^x	ɣ	15
ns	n s	1
e	e	20
ŋ$	ŋ	13
^r	r	17
ᵐʙ	ⁿʙ	5
k	k	9
ɔ$	o	6
ɪ$	i	1
_$	NULL	1
_	+	4
aᵐb	a ⁿb	4
^a	a	5
^d	ⁿd	1
m$	m	6
^t	t	3
r$	r	7
t͡ʃ	tʃ	6
βʷ	vʷ	1
Y	j	2
t͡ʃ$	tʃ	4
β	v	4
fʷ	vʷ	3
ə	ə	1
^k	k	1
f$	v	1
ɛ$	e	1
^ŋ	ŋ	4
ʷ	w	1
z$	s	1
ᵑg	ⁿg	3
ɾ$	ɾ	1
ʉ	u	2
o$	o	3
^ᵐb	ⁿb	1
ɔ	o	1
ᵐp	ⁿb	1
$	NULL	2
p	p	8
^u	u	2
l	l	2
l$	l	1
^ʒ	tʃ	1
aᵑg	a ⁿg	1
ⁿd	ⁿd	1
^i	i	4
gw	ⁿg w	1
rs	r s	2
ɳ	ŋ	2
